L1,L2,L3,x,y,z
0.0,0.0,0.0,0.0,0.0,175.0
18.200226355539414,18.723825131137716,14.32872341971359,5.469328859011,2.76410605534522,157.75709055377698
17.990786845300097,16.47235039606503,16.891229416543666,3.7124987133901444,11.802112885563696,157.23365582281917
19.195064029176184,13.56582450401435,13.56582450401435,13.397780699719533,10.688926550175683,158.32371424287106
17.4671880697018,17.048309049223157,19.142704151616353,1.3478033070528996,15.101663484107593,156.13424167595633
11.42644511069811,16.73414978386418,16.891229416543666,-5.310073956768377,9.881567401825267,159.4571170041079
21.34181900912921,18.04314672285993,19.928102315013803,-11.034229633258615,12.95819781449707,153.9778668406603
20.085181947693293,18.147866477979587,17.362468314582138,7.3490939162774644,9.131573591323423,155.88121923450765
12.15451840926461,20.242261580372784,14.946675486576446,-3.4040359267624027,-3.026320664079237,159.13194888794143
20.661140600851418,6.8954238909795365,19.037984396496693,16.576466570810183,32.329733631146716,153.8095254730675
21.28945913156938,19.82338255989414,20.085181947693293,4.121912342371773,11.75477386556024,153.9295195291944
19.142704151616353,7.916674180542983,21.18473937644972,11.53532968708814,32.56990055639499,153.7946343632661
7.155947646775232,9.78894669098799,17.519547947261625,1.5659906659255332,23.238471425765923,161.2787159975175
18.776185008697546,16.995949171663327,14.32872341971359,10.363668853840645,5.360632872821618,157.72490168272785
15.873999394622558,19.771022682334316,16.52471027362486,0.4401623102510056,2.365492491620221,157.58559870577753
16.995949171663327,10.006654943363742,15.54219068977244,11.622741669701155,18.187041120195854,158.87069460260903
8.881591223030242,17.990786845300097,21.55125851936853,-5.266745110884061,3.209893168305269,158.69902823182687
15.48212433327079,16.00111149802656,21.18473937644972,1.8288495183790763,7.974067497775998,157.1602460402528
18.776185008697546,18.252586233099247,7.413010923839351,17.167549685585175,-10.554503830200469,158.4831874897422
8.406252928157869,8.645711691314013,17.886067090180436,-0.7474776511750735,25.545684586991584,160.65727353841984
17.833707212620606,18.723825131137716,18.252586233099247,0.12323169269582608,9.017011128634962,156.38351445258138
16.68178990630435,19.61394304965482,19.037984396496693,-3.472988532399011,8.468879811471796,156.19807737335975
6.093299630038196,13.56582450401435,18.147866477979587,-6.967821291844363,17.66061055389808,160.90841664808644
20.242261580372784,4.104592262444697,15.94875162046673,22.913876468698348,30.459418265813817,155.40898727404823
16.943589294103496,17.4671880697018,1.6394583496633501,26.12997831270016,-20.043374293194102,158.45921531677925
16.21055100826588,12.495471887949876,17.886067090180436,7.0904806276662,20.442160949953507,157.49504510885356
17.4671880697018,16.315270763385538,7.155947646775232,19.861918692029445,-6.43214973857986,159.5386876803764
