theta1,theta2,theta3,L1,L2,L3,roll,pitch,yaw
46,32,68,12.029498336824524,9.165121159920353,14.997923866109716,-5.93,-4.16,3.09
58,26,178,13.887353348741506,7.717841561694776,20.607669225265028,-17.21,-0.31,1.98
66,68,54,14.808160965265309,14.997923866109716,13.330922899968243,1.57,-4.20,3.83
103,63,122,16.68067840827779,14.493081667469404,17.675516081914555,-4.74,-2.80,3.10
111,93,48,17.099557428756427,16.15707963267949,12.378178619099486,4.63,-6.66,4.28
157,31,119,19.5081117965086,8.932839602563512,17.518436449235068,-11.17,-10.37,1.44
112,92,32,17.151917306316257,16.10471975511966,9.165121159920353,8.85,-11.76,5.24
20,23,38,6.144548009571466,6.946672270512806,10.482241390103653,-1.92,-7.66,3.07
9,52,122,2.9482025545832684,13.028993171212555,17.675516081914555,-5.06,4.31,3.37
128,176,152,17.989675347273536,20.50294947014537,19.246312408709453,2.26,2.81,3.95
117,23,2,17.413716694115408,6.946672270512806,0.7158563429488609,10.10,-21.90,6.89
104,136,150,16.73303828583762,18.408554367752174,19.141592653589793,-1.20,1.73,3.78
35,25,128,9.840195070521261,7.4642593033726214,17.989675347273536,-12.10,0.66,2.40
164,26,165,19.874630939427412,7.717841561694776,19.926990816987242,-17.32,-9.09,0.03
175,4,164,20.45058959258554,1.368734320216035,19.874630939427412,-25.72,-14.09,-2.88
73,58,24,15.400892767899983,13.887353348741506,7.207196026308502,9.22,-13.44,5.29
21,29,177,6.41532697579035,8.457501307691139,20.5553093477052,-15.97,2.15,2.56
24,26,4,7.207196026308502,7.717841561694776,1.368734320216035,10.02,-15.73,6.02
51,37,38,12.87214032778536,10.271924406583437,10.482241390103653,1.27,-7.83,3.83
25,179,19,7.4642593033726214,20.66002910282486,5.870393709947933,22.48,-2.07,5.70
175,88,97,20.45058959258554,15.991692468305096,16.366519142918808,-1.51,-8.91,3.48
20,78,166,6.144548009571466,15.701201093766748,19.979350694547072,-6.67,5.57,3.65
197,55,74,21.602506898901797,13.475976088430102,15.46918894115717,-0.91,1.07,3.50
28,2,76,8.214482356357948,0.7158563429488609,15.59343906930571,-16.45,-6.49,0.81
79,182,176,15.748888346444957,20.81710873550435,20.50294947014537,-26.12,-5.87,-0.62
61,127,91,14.262834704032542,17.937315469713706,16.05235987755983,3.07,0.73,3.86
82,74,161,15.86713135486815,15.46918894115717,19.71755130674792,-7.00,1.85,2.89
142,97,33,18.722713633111155,16.366519142918808,9.393786300748786,9.09,-12.11,5.30
5,118,75,1.69070672919662,17.466076571675238,15.53337271280406,4.52,3.74,3.94
138,120,157,18.513274122871834,17.570796326794895,19.5081117965086,-3.28,-0.36,3.38
39,88,171,10.68883764563985,15.991692468305096,20.24115008234622,-6.39,6.71,3.68
127,56,68,17.937315469713706,13.617072883547621,14.997923866109716,-1.27,-7.32,3.33
64,170,79,14.602155455249658,20.188790204786393,15.748888346444957,8.43,0.71,4.54
67,138,11,14.90507657149427,18.513274122871834,3.55835397504017,21.48,-11.63,7.78
6,146,78,2.0096658716147076,18.932153143350472,15.701201093766748,7.34,6.70,4.17
170,10,84,20.188790204786393,3.2548490294356114,15.925247774155828,-16.09,-16.67,-0.63
142,196,8,18.722713633111155,21.550147021341967,2.638439589399816,1.60,-25.84,4.51
71,168,176,15.251984879808546,20.084070449666733,20.50294947014537,-0.56,5.26,4.18
7,112,148,2.3255854780996543,17.151917306316257,19.036872898470133,-2.45,7.79,3.86
117,157,18,17.413716694115408,19.5081117965086,5.5928861093607765,20.49,-10.83,7.38
54,190,53,13.330922899968243,21.23598775598299,13.181924696880806,10.83,-0.54,4.90
39,49,184,10.68883764563985,12.546720267483146,20.92182849062401,0.95,-2.05,3.90
111,174,21,17.099557428756427,20.39822971502571,6.41532697579035,20.84,-8.96,7.18
36,128,185,10.057903322897012,17.989675347273536,20.97418836818384,17.04,-4.64,6.06
93,67,43,16.15707963267949,14.90507657149427,11.477693490231381,4.78,-7.15,4.77
131,154,139,18.146754979953023,19.351032163829114,18.565634000431665,1.42,0.29,4.33
183,83,84,20.86946861306418,15.89826251769707,15.925247774155828,-0.22,-5.60,3.95
15,196,88,4.740468306292527,21.550147021341967,15.991692468305096,0.45,3.12,4.02
134,51,22,18.303834612632514,12.87214032778536,6.682708874626385,8.85,-15.58,6.15
13,89,25,4.155840641977967,15.99792307655433,7.4642593033726214,13.15,-4.73,5.68
85,197,176,15.948085017929593,21.602506898901797,20.50294947014537,-6.97,3.99,3.63
115,49,40,17.308996938995747,12.546720267483146,10.891696849574167,2.41,-9.83,4.39
113,88,22,17.204277183876087,15.991692468305096,6.682708874626385,12.41,-12.06,6.48
79,182,140,15.748888346444957,20.81710873550435,18.617993877991495,-3.99,0.50,3.75
66,146,0,14.808160965265309,18.932153143350472,0.05124837953326988,27.21,-13.96,9.60
163,122,78,19.822271061867582,17.675516081914555,15.701201093766748,2.98,-7.43,4.83
45,36,157,11.849387132784805,10.057903322897012,19.5081117965086,-11.87,0.53,3.41
99,185,71,16.471238898038468,20.97418836818384,15.251984879808546,-5.58,-7.27,3.13
17,192,32,5.312047538836488,21.34070751110265,9.165121159920353,2.36,-6.74,4.33
98,131,45,16.418879020478638,18.146754979953023,11.849387132784805,9.25,-4.73,5.32
184,186,35,20.92182849062401,21.02654824574367,9.840195070521261,11.68,-6.37,5.76
2,104,50,0.7158563429488609,16.73303828583762,12.711378483641944,6.67,1.66,4.62
177,187,95,20.5553093477052,21.0789081233035,16.26179938779915,0.11,-8.28,4.30
92,178,137,16.10471975511966,20.607669225265028,18.460914245312004,3.81,1.10,4.82
87,19,115,15.981308661506603,5.870393709947933,17.308996938995747,-13.98,-8.83,1.73
87,57,53,15.981308661506603,13.754202220468997,13.181924696880806,0.52,-8.47,4.12
153,88,183,19.298672286269284,15.991692468305096,20.86946861306418,2.78,-10.73,4.47
185,175,89,20.97418836818384,20.45058959258554,15.99792307655433,7.25,-4.90,5.12
9,153,195,2.9482025545832684,19.298672286269284,21.49778714378214,6.41,5.27,4.48
97,169,70,16.366519142918808,20.136430327226563,15.171384800269436,8.87,0.33,4.98
168,38,198,20.084070449666733,10.482241390103653,21.654866776461628,-5.58,-12.98,2.86
83,144,191,15.89826251769707,18.827433388230816,21.28834763354282,6.11,-3.56,4.94
100,142,153,16.5235987755983,18.722713633111155,19.298672286269284,-0.95,0.59,4.25
185,102,189,20.97418836818384,16.62831853071796,21.18362787842316,-4.35,-0.97,3.75
145,119,90,18.879793265790646,17.518436449235068,16.0,1.74,-6.49,4.35
144,69,142,18.827433388230816,15.086695589079973,18.722713633111155,-6.45,-5.37,3.23
160,97,100,19.66519142918809,16.366519142918808,16.5235987755983,-1.06,-7.85,3.84
177,125,83,20.5553093477052,17.832595714594046,15.89826251769707,2.42,-9.32,4.40
178,150,103,20.607669225265028,19.141592653589793,16.68067840827779,3.37,-7.31,4.66
194,80,59,21.445427266222307,15.79244135387939,14.016515832834287,0.81,-12.26,4.22
156,126,120,19.45575191894877,17.884955592153876,17.570796326794895,-0.07,-6.41,4.24
175,96,148,20.45058959258554,16.31415926535898,19.036872898470133,-5.29,-6.87,3.38
117,8,126,17.413716694115408,2.638439589399816,17.884955592153876,-19.90,-12.85,-0.07
45,82,134,11.849387132784805,15.86713135486815,18.303834612632514,-3.73,1.73,4.06
66,36,45,14.808160965265309,10.057903322897012,11.849387132784805,-1.62,-8.53,3.50
104,43,25,16.73303828583762,11.477693490231381,7.4642593033726214,6.04,-14.14,5.03
55,169,59,13.475976088430102,20.136430327226563,14.016515832834287,10.65,0.25,4.84
123,79,182,17.727875959474385,15.748888346444957,20.81710873550435,1.95,-7.64,4.27
107,139,156,16.89011791851711,18.565634000431665,19.45575191894877,-1.47,0.90,3.98
123,118,135,17.727875959474385,17.466076571675238,18.356194490192344,-1.81,-1.76,3.75
97,153,8,16.366519142918808,19.298672286269284,2.638439589399816,24.16,-13.91,8.82
69,134,85,15.086695589079973,18.303834612632514,15.948085017929593,4.22,-1.29,4.56
120,106,14,17.570796326794895,16.83775804095728,4.449773801476823,16.82,-14.98,7.78
80,70,79,15.79244135387939,15.171384800269436,15.748888346444957,-0.72,-4.50,4.05
162,175,71,19.76991118430775,20.45058959258554,15.251984879808546,8.43,-5.82,5.34
14,144,63,4.449773801476823,18.827433388230816,14.493081667469404,7.24,2.25,4.62
126,43,75,17.884955592153876,11.477693490231381,15.53337271280406,-4.21,-8.26,3.25
123,57,111,17.727875959474385,13.754202220468997,17.099557428756427,-4.91,-5.40,3.29
18,161,72,5.5928861093607765,19.71755130674792,15.328489528448422,8.35,4.74,4.63
11,166,23,3.55835397504017,19.979350694547072,6.946672270512806,19.96,-2.13,6.08
39,74,110,10.68883764563985,15.46918894115717,17.047197551196597,-2.09,3.21,3.90
2,122,145,0.7158563429488609,17.675516081914555,18.879793265790646,-1.10,9.30,4.38
122,36,33,17.675516081914555,10.057903322897012,9.393786300748786,1.63,-13.26,4.42
147,134,78,18.984513020910303,18.303834612632514,15.701201093766748,4.35,-5.82,4.88
111,9,13,17.099557428756427,2.9482025545832684,4.155840641977967,0.22,-21.67,4.28
37,17,13,10.271924406583437,5.312047538836488,4.155840641977967,4.43,-13.69,4.87
150,3,69,19.141592653589793,1.0437752261748656,15.086695589079973,-17.57,-16.43,-0.37
87,91,149,15.981308661506603,16.05235987755983,19.089232776029963,-5.15,-1.01,3.65
55,5,29,13.475976088430102,1.69070672919662,8.457501307691139,-7.32,-15.82,1.93
68,29,52,14.997923866109716,8.457501307691139,13.028993171212555,-4.79,-9.30,3.01
11,50,170,3.55835397504017,12.711378483641944,20.188790204786393,-9.79,6.23,4.10
45,191,90,11.849387132784805,21.28834763354282,16.0,-3.29,0.38,3.69
174,164,17,20.39822971502571,19.874630939427412,5.312047538836488,21.52,-16.28,8.49
158,153,16,19.56047167406843,19.298672286269284,5.0279006281868845,20.54,-16.00,8.23
174,183,116,20.39822971502571,20.86946861306418,17.361356816555578,2.95,-5.52,4.56
7,8,94,2.3255854780996543,2.638439589399816,16.20943951023932,-16.01,-7.10,1.48
56,63,90,13.617072883547621,14.493081667469404,16.0,-1.84,-1.73,3.79
49,95,82,12.546720267483146,16.26179938779915,15.86713135486815,1.49,-0.34,4.15
106,49,23,16.83775804095728,12.546720267483146,6.946672270512806,8.38,-14.39,5.58
49,53,164,12.546720267483146,13.181924696880806,19.874630939427412,-8.98,2.44,3.50
139,64,2,18.565634000431665,14.602155455249658,0.7158563429488609,19.04,-21.29,9.27
73,43,111,15.400892767899983,11.477693490231381,17.099557428756427,-7.01,-4.53,3.15
59,147,169,14.016515832834287,18.984513020910303,20.136430327226563,-1.66,4.69,4.16
176,152,33,20.50294947014537,19.246312408709453,9.393786300748786,13.80,-13.52,6.54
4,148,89,1.368734320216035,19.036872898470133,15.99792307655433,5.78,3.55,4.33
65,110,102,14.707184626965642,17.047197551196597,16.62831853071796,1.17,0.74,3.98
197,66,22,21.602506898901797,14.808160965265309,6.682708874626385,11.07,-10.05,5.88
83,128,180,15.89826251769707,17.989675347273536,20.712388980384688,-4.28,4.99,3.98
45,95,117,11.849387132784805,16.26179938779915,17.413716694115408,-1.16,2.67,3.91
49,19,126,12.546720267483146,5.870393709947933,17.884955592153876,-14.19,-3.43,1.92
129,178,136,18.042035224833366,20.607669225265028,18.408554367752174,3.75,0.94,4.45
183,174,48,20.86946861306418,20.39822971502571,12.378178619099486,11.97,-5.12,5.54
38,106,113,10.482241390103653,16.83775804095728,17.204277183876087,0.30,3.03,4.05
92,91,19,16.10471975511966,16.05235987755983,5.870393709947933,13.97,-11.74,6.72
190,16,148,21.23598775598299,5.0279006281868845,19.036872898470133,-18.03,-5.48,1.40
163,117,17,19.822271061867582,17.413716694115408,5.312047538836488,16.70,-17.33,7.77
141,48,98,18.670353755551325,12.378178619099486,16.418879020478638,-5.30,-8.92,3.20
186,22,7,21.02654824574367,6.682708874626385,2.3255854780996543,6.96,-23.91,6.36
25,94,24,7.4642593033726214,16.20943951023932,7.207196026308502,13.44,-6.31,5.81
147,83,18,18.984513020910303,15.89826251769707,5.5928861093607765,12.95,-16.11,7.05
47,90,38,12.205766788797881,16.0,10.482241390103653,8.24,-5.18,5.13
164,95,141,19.874630939427412,16.26179938779915,18.670353755551325,-4.45,-5.23,3.41
77,117,32,15.649383319282322,17.413716694115408,9.165121159920353,11.16,-9.34,5.71
15,10,125,4.740468306292527,3.2548490294356114,17.832595714594046,-17.80,-4.03,1.68
185,114,171,20.97418836818384,17.256637061435917,20.24115008234622,-4.35,9.41,4.40
106,53,40,16.83775804095728,13.181924696880806,10.891696849574167,3.20,-9.17,4.27
198,44,9,21.654866776461628,11.665447355061374,2.9482025545832684,12.89,-16.95,7.13
105,123,177,16.78539816339745,17.727875959474385,20.5553093477052,-4.57,3.19,3.90
80,180,168,15.79244135387939,20.712388980384688,20.084070449666733,1.41,6.10,4.38
158,70,196,19.56047167406843,15.171384800269436,21.550147021341967,-8.57,-4.04,2.54
151,143,66,19.193952531149623,18.775073510670985,14.808160965265309,5.97,-7.07,4.76
38,173,131,10.482241390103653,20.34586983746588,18.146754979953023,4.92,7.85,4.34
