theta1,theta2,theta3,L1,L2,L3,roll,pitch,yaw
21,29,177,6.41532697579035,8.457501307691139,20.5553093477052,-19.14,16.83,7.71
24,26,4,7.207196026308502,7.717841561694776,1.368734320216035,6.88,-1.15,5.73
51,37,38,12.87214032778536,10.271924406583437,10.482241390103653,-2.13,3.62,5.47
25,179,19,7.4642593033726214,20.66002910282486,5.870393709947933,19.89,11.15,3.26
175,88,97,20.45058959258554,15.991692468305096,16.366519142918808,-5.02,-0.25,5.61
20,78,166,6.144548009571466,15.701201093766748,19.979350694547072,-9.96,20.69,6.94
197,55,74,21.602506898901797,13.475976088430102,15.46918894115717,-3.93,16.43,5.58
28,2,76,8.214482356357948,0.7158563429488609,15.59343906930571,-19.64,7.10,5.85
79,182,176,15.748888346444957,20.81710873550435,20.50294947014537,-29.90,3.47,5.34
61,127,91,14.262834704032542,17.937315469713706,16.05235987755983,-0.32,10.62,5.43
82,74,161,15.86713135486815,15.46918894115717,19.71755130674792,-10.57,11.37,6.19
142,97,33,18.722713633111155,16.366519142918808,9.393786300748786,5.38,-3.20,5.80
5,118,75,1.69070672919662,17.466076571675238,15.53337271280406,2.50,24.89,4.80
138,120,157,18.513274122871834,17.570796326794895,19.5081117965086,-6.61,9.01,5.99
39,88,171,10.68883764563985,15.991692468305096,20.24115008234622,-9.96,16.60,6.99
127,56,68,17.937315469713706,13.617072883547621,14.997923866109716,-4.93,1.56,5.62
64,170,79,14.602155455249658,20.188790204786393,15.748888346444957,5.12,10.00,5.32
67,138,11,14.90507657149427,18.513274122871834,3.55835397504017,18.05,-2.40,6.42
6,146,78,2.0096658716147076,18.932153143350472,15.701201093766748,5.35,27.57,4.42
170,10,84,20.188790204786393,3.2548490294356114,15.925247774155828,-19.64,-7.35,4.08
142,196,8,18.722713633111155,21.550147021341967,2.638439589399816,-2.59,-17.23,6.55
71,168,176,15.251984879808546,20.084070449666733,20.50294947014537,-4.28,13.97,6.51
7,112,148,2.3255854780996543,17.151917306316257,19.036872898470133,-6.16,27.49,6.93
117,157,18,17.413716694115408,19.5081117965086,5.5928861093607765,14.80,-2.09,6.41
54,190,53,13.330922899968243,21.23598775598299,13.181924696880806,5.31,7.96,5.72
39,49,184,10.68883764563985,12.546720267483146,20.92182849062401,-2.30,8.27,6.12
111,174,21,17.099557428756427,20.39822971502571,6.41532697579035,17.75,0.27,6.07
36,128,185,10.057903322897012,17.989675347273536,20.97418836818384,14.16,5.90,5.45
93,67,43,16.15707963267949,14.90507657149427,11.477693490231381,1.56,1.78,6.40
131,154,139,18.146754979953023,19.351032163829114,18.565634000431665,-1.95,9.02,6.54
183,83,84,20.86946861306418,15.89826251769707,15.925247774155828,-3.82,3.19,6.38
15,196,88,4.740468306292527,21.550147021341967,15.991692468305096,-2.54,17.99,6.33
134,51,22,18.303834612632514,12.87214032778536,6.682708874626385,5.12,-6.80,7.10
13,89,25,4.155840641977967,15.99792307655433,7.4642593033726214,10.50,9.40,5.45
85,197,176,15.948085017929593,21.602506898901797,20.50294947014537,-10.46,13.36,7.26
115,49,40,17.308996938995747,12.546720267483146,10.891696849574167,-1.16,-0.75,6.42
113,88,22,17.204277183876087,15.991692468305096,6.682708874626385,8.90,-3.20,6.91
79,182,140,15.748888346444957,20.81710873550435,18.617993877991495,-7.45,9.32,6.97
66,146,0,14.808160965265309,18.932153143350472,0.05124837953326988,23.69,-4.76,7.61
163,122,78,19.822271061867582,17.675516081914555,15.701201093766748,-0.34,1.04,6.90
45,36,157,11.849387132784805,10.057903322897012,19.5081117965086,-15.34,10.31,7.97
99,185,71,16.471238898038468,20.97418836818384,15.251984879808546,-9.22,1.89,6.56
17,192,32,5.312047538836488,21.34070751110265,9.165121159920353,-0.57,8.28,6.37
98,131,45,16.418879020478638,18.146754979953023,11.849387132784805,5.97,5.01,6.41
184,186,35,20.92182849062401,21.02654824574367,9.840195070521261,8.34,3.35,6.45
2,104,50,0.7158563429488609,16.73303828583762,12.711378483641944,4.48,20.89,5.69
177,187,95,20.5553093477052,21.0789081233035,16.26179938779915,-3.28,1.61,6.96
92,178,137,16.10471975511966,20.607669225265028,18.460914245312004,0.38,10.59,6.97
87,19,115,15.981308661506603,5.870393709947933,17.308996938995747,-17.57,0.60,6.74
87,57,53,15.981308661506603,13.754202220468997,13.181924696880806,-3.03,1.06,6.87
153,88,183,19.298672286269284,15.991692468305096,20.86946861306418,-0.73,-1.54,6.85
185,175,89,20.97418836818384,20.45058959258554,15.99792307655433,3.92,4.33,6.81
9,153,195,2.9482025545832684,19.298672286269284,21.49778714378214,4.26,25.26,5.89
97,169,70,16.366519142918808,20.136430327226563,15.171384800269436,5.80,10.51,6.43
168,38,198,20.084070449666733,10.482241390103653,21.654866776461628,-9.09,-3.94,6.63
83,144,191,15.89826251769707,18.827433388230816,21.28834763354282,2.60,5.69,6.93
100,142,153,16.5235987755983,18.722713633111155,19.298672286269284,-4.37,9.71,7.43
185,102,189,20.97418836818384,16.62831853071796,21.18362787842316,-7.94,8.16,7.48
145,119,90,18.879793265790646,17.518436449235068,16.0,-1.91,2.51,7.02
144,69,142,18.827433388230816,15.086695589079973,18.722713633111155,-10.01,3.55,7.23
160,97,100,19.66519142918809,16.366519142918808,16.5235987755983,-4.69,1.03,6.97
177,125,83,20.5553093477052,17.832595714594046,15.89826251769707,-1.14,-0.59,6.99
178,150,103,20.607669225265028,19.141592653589793,16.68067840827779,-2.05,0.52,7.12
194,80,59,21.445427266222307,15.79244135387939,14.016515832834287,-2.98,-3.75,7.06
156,126,120,19.45575191894877,17.884955592153876,17.570796326794895,-5.12,1.58,7.33
175,96,148,20.45058959258554,16.31415926535898,19.036872898470133,-9.64,1.43,7.29
117,8,126,17.413716694115408,2.638439589399816,17.884955592153876,-23.49,-4.07,6.07
45,82,134,11.849387132784805,15.86713135486815,18.303834612632514,-7.27,11.73,7.96
66,36,45,14.808160965265309,10.057903322897012,11.849387132784805,-5.12,1.23,6.99
104,43,25,16.73303828583762,11.477693490231381,7.4642593033726214,2.33,-4.81,7.25
55,169,59,13.475976088430102,20.136430327226563,14.016515832834287,7.38,9.84,6.39
123,79,182,17.727875959474385,15.748888346444957,20.81710873550435,-1.51,1.25,7.19
107,139,156,16.89011791851711,18.565634000431665,19.45575191894877,-4.92,9.75,7.51
123,118,135,17.727875959474385,17.466076571675238,18.356194490192344,-5.38,7.17,7.31
97,153,8,16.366519142918808,19.298672286269284,2.638439589399816,18.79,-5.43,8.23
69,134,85,15.086695589079973,18.303834612632514,15.948085017929593,-0.54,7.20,7.33
120,106,14,17.570796326794895,16.83775804095728,4.449773801476823,12.38,-6.49,8.36
80,70,79,15.79244135387939,15.171384800269436,15.748888346444957,-4.02,4.39,7.53
162,175,71,19.76991118430775,20.45058959258554,15.251984879808546,2.30,1.56,7.51
14,144,63,4.449773801476823,18.827433388230816,14.493081667469404,2.90,19.29,6.68
126,43,75,17.884955592153876,11.477693490231381,15.53337271280406,-7.67,0.90,7.23
123,57,111,17.727875959474385,13.754202220468997,17.099557428756427,-8.37,3.76,7.45
18,161,72,5.5928861093607765,19.71755130674792,15.328489528448422,6.17,21.38,6.30
11,166,23,3.55835397504017,19.979350694547072,6.946672270512806,18.08,15.67,4.81
39,74,110,10.68883764563985,15.46918894115717,17.047197551196597,-4.91,16.59,7.76
2,122,145,0.7158563429488609,17.675516081914555,18.879793265790646,-3.66,27.28,8.46
122,36,33,17.675516081914555,10.057903322897012,9.393786300748786,-1.99,-4.41,7.66
147,134,78,18.984513020910303,18.303834612632514,15.701201093766748,0.93,3.07,7.79
111,9,13,17.099557428756427,2.9482025545832684,4.155840641977967,-3.73,-13.17,7.96
37,17,13,10.271924406583437,5.312047538836488,4.155840641977967,0.64,-4.65,7.83
150,3,69,19.141592653589793,1.0437752261748656,15.086695589079973,-21.37,-8.01,5.96
87,91,149,15.981308661506603,16.05235987755983,19.089232776029963,-8.83,7.74,8.17
55,5,29,13.475976088430102,1.69070672919662,8.457501307691139,-11.18,-6.79,6.86
68,29,52,14.997923866109716,8.457501307691139,13.028993171212555,-8.51,-0.36,7.49
11,50,170,3.55835397504017,12.711378483641944,20.188790204786393,-13.03,22.08,10.14
45,191,90,11.849387132784805,21.28834763354282,16.0,-6.67,12.18,7.92
174,164,17,20.39822971502571,19.874630939427412,5.312047538836488,18.00,-7.17,8.59
158,153,16,19.56047167406843,19.298672286269284,5.0279006281868845,17.23,-7.13,8.57
174,183,116,20.39822971502571,20.86946861306418,17.361356816555578,-0.02,3.00,7.82
7,8,94,2.3255854780996543,2.638439589399816,16.20943951023932,-18.88,4.18,7.97
56,63,90,13.617072883547621,14.493081667469404,16.0,-5.09,9.24,7.90
49,95,82,12.546720267483146,16.26179938779915,15.86713135486815,-1.82,10.78,7.74
106,49,23,16.83775804095728,12.546720267483146,6.946672270512806,4.83,-4.72,7.95
49,53,164,12.546720267483146,13.181924696880806,19.874630939427412,-12.45,12.20,8.89
139,64,2,18.565634000431665,14.602155455249658,0.7158563429488609,15.13,-12.19,9.83
73,43,111,15.400892767899983,11.477693490231381,17.099557428756427,-10.44,4.18,8.14
59,147,169,14.016515832834287,18.984513020910303,20.136430327226563,-6.97,12.95,8.53
176,152,33,20.50294947014537,19.246312408709453,9.393786300748786,8.12,-5.58,8.15
4,148,89,1.368734320216035,19.036872898470133,15.99792307655433,0.86,15.36,7.55
65,110,102,14.707184626965642,17.047197551196597,16.62831853071796,-3.18,10.35,7.81
197,66,22,21.602506898901797,14.808160965265309,6.682708874626385,7.81,0.05,7.87
83,128,180,15.89826251769707,17.989675347273536,20.712388980384688,-9.26,13.88,8.85
45,95,117,11.849387132784805,16.26179938779915,17.413716694115408,-5.27,12.63,8.27
49,19,126,12.546720267483146,5.870393709947933,17.884955592153876,-17.61,6.92,8.27
129,178,136,18.042035224833366,20.607669225265028,18.408554367752174,0.40,10.52,7.86
183,174,48,20.86946861306418,20.39822971502571,12.378178619099486,8.70,4.38,7.48
38,106,113,10.482241390103653,16.83775804095728,17.204277183876087,-3.10,14.06,8.14
92,91,19,16.10471975511966,16.05235987755983,5.870393709947933,10.49,-2.08,8.34
190,16,148,21.23598775598299,5.0279006281868845,19.036872898470133,-21.53,3.75,8.22
163,117,17,19.822271061867582,17.413716694115408,5.312047538836488,12.85,-8.46,9.03
141,48,98,18.670353755551325,12.378178619099486,16.418879020478638,-8.77,-0.32,8.17
186,22,7,21.02654824574367,6.682708874626385,2.3255854780996543,2.92,-15.63,9.50
25,94,24,7.4642593033726214,16.20943951023932,7.207196026308502,10.53,5.70,7.47
147,83,18,18.984513020910303,15.89826251769707,5.5928861093607765,9.51,-7.20,9.03
47,90,38,12.205766788797881,16.0,10.482241390103653,5.05,4.35,7.98
164,95,141,19.874630939427412,16.26179938779915,18.670353755551325,-7.94,3.43,8.31
77,117,32,15.649383319282322,17.413716694115408,9.165121159920353,7.60,-0.17,8.07
15,10,125,4.740468306292527,3.2548490294356114,17.832595714594046,-20.99,7.59,9.00
185,114,171,20.97418836818384,17.256637061435917,20.24115008234622,-7.47,23.59,10.08
106,53,40,16.83775804095728,13.181924696880806,10.891696849574167,-0.20,0.32,8.03
198,44,9,21.654866776461628,11.665447355061374,2.9482025545832684,9.24,-7.77,9.28
105,123,177,16.78539816339745,17.727875959474385,20.5553093477052,-7.99,12.26,9.12
80,180,168,15.79244135387939,20.712388980384688,20.084070449666733,-2.03,15.40,8.75
158,70,196,19.56047167406843,15.171384800269436,21.550147021341967,-12.20,4.76,8.25
151,143,66,19.193952531149623,18.775073510670985,14.808160965265309,2.50,1.86,8.12
38,173,131,10.482241390103653,20.34586983746588,18.146754979953023,1.42,17.93,8.19
52,34,181,13.028993171212555,9.618816884063733,20.764748857944518,-13.47,9.17,8.84
62,98,1,14.37997179924686,16.418879020478638,0.385004883279187,18.95,-4.23,9.28
